,UTC_Start,UTC_Stop_WAS,UTC_Mean_1s,P,T,TAS,U,V,W,lat,lon,OCS_WAS,DMS_WAS,CFC12_WAS,CFC11_WAS,CFC113_WAS,CFC114_WAS,HFC134a_WAS,HCFC22_WAS,HCFC142b_WAS,HCFC141b_WAS,H1301_WAS,H2402_WAS,H1211_WAS,CH3CCl3_WAS,CCl4_WAS,CHCl3_WAS,CH2Cl2_WAS,C2Cl4_WAS,CH3Cl_WAS,CH3Br_WAS,CH3I_WAS,CH2Br2_WAS,CHBrCl2_WAS,CHBr2Cl_WAS,CHBr3_WAS,CH2ClCH2Cl_WAS,MeONO2_WAS,EthONO2_WAS,iPropONO2_WAS,nPropONO2_WAS,x2ButONO2_WAS,x3PentONO2_WAS,x2PentONO2_WAS,x3Me2ButONO2_WAS,Ethane_WAS,Ethene_WAS,Ethyne_WAS,Propane_WAS,Propene_WAS,iButane_WAS,nButane_WAS,iPentane_WAS,nPentane_WAS,Isoprene_WAS,nHexane_WAS,nHeptane_WAS,x2MePentane_WAS,x3MePentane_WAS,Benzene_WAS,Toluene_WAS,EthBenzene_WAS,mpXylene_WAS,oXylene_WAS,mission
65,1485721620.0,1485721680.0,73651.0,340.680655737705,225.21,188.262459016393,1.96114754098361,-38.0896721311475,0.578655737704918,45.6673042857143,221.186377142857,563.0,-8888.0,510.0,,,16.56,95.3,252.0,22.3,26.0,3.374,0.433,3.556,2.51,,15.11,66.56,,568.0,6.62,0.019,0.822,0.277,0.133,0.44,18.19,7.482,2.577,3.752,0.31,0.201,,,,1458.0,11,288.0,394.0,-8888,38,73,11,6,-8888,5,-8888.0,-8888.0,-8888.0,38,-8888,-8888,-8888,-8888,2.0
66,1485721740.0,1485721789.0,73765.5,403.4398,233.2096,187.6274,-2.2334,-34.8306,0.4313,45.455438,221.270416,565.0,-8888.0,512.0,,,16.41,95.0,252.0,22.6,,3.472,0.425,3.557,2.47,,15.47,74.07,,569.0,7.11,0.014,0.733,0.259,0.114,0.194,16.55,6.126,1.945,3.356,0.31,0.219,,,0.051,1507.0,22,336.0,434.0,-8888,47,86,14,9,-8888,7,-8888.0,-8888.0,-8888.0,37,-8888,-8888,-8888,-8888,2.0
67,1485721860.0,1485721906.0,73884.0,476.605744680851,238.768723404255,194.878510638298,5.24957446808511,-13.3263829787234,0.187085106382979,45.23186,221.358892,547.0,-8888.0,511.0,231.0,71.9,16.41,95.0,252.0,23.1,26.2,3.405,0.433,3.539,2.66,83.6,16.35,62.38,2.716,547.0,6.53,0.06,1.069,0.365,0.267,1.487,22.57,7.925,4.19,12.107,0.742,1.961,0.136,0.156,0.14,1734.0,11,340.0,550.0,-8888,65,119,23,17,-8888,5,-8888.0,-8888.0,-8888.0,86,-8888,-8888,-8888,-8888,2.0
68,1485721980.0,1485722020.0,74001.0,556.345365853659,245.060731707317,183.931463414634,4.90341463414634,-10.9614634146341,0.176756097560976,45.022356,221.440848,556.0,-8888.0,516.0,229.0,72.0,16.64,94.7,254.0,23.1,25.2,3.385,0.43,3.578,2.7,83.6,17.06,61.2,3.029,548.0,6.45,0.225,1.07,0.385,0.302,2.193,19.8,7.433,3.709,14.212,1.783,15.517,2.028,0.72,1.406,1825.0,15,380.0,634.0,-8888,82,147,33,25,-8888,8,-8888.0,4.0,-8888.0,108,-8888,-8888,-8888,-8888,2.0
69,1485722100.0,1485722135.0,74118.5,655.473055555556,254.500833333333,179.620833333333,6.36083333333333,-9.04805555555556,0.140583333333333,44.8318875,221.5212675,542.0,-8888.0,513.0,232.0,71.2,16.5,96.3,253.0,23.1,25.6,3.424,0.444,3.61,2.6,83.5,16.69,64.44,2.733,540.0,6.72,0.262,1.027,0.402,0.262,1.811,19.51,7.956,3.012,7.35,1.042,7.404,2.077,1.159,1.406,1888.0,16,372.0,672.0,-8888,90,168,40,31,-8888,11,-8888.0,5.0,-8888.0,93,5,-8888,-8888,-8888,2.0
70,1485722250.0,1485722285.0,74268.5,790.036944444444,263.592222222222,172.220555555556,1.63055555555556,-5.7,-0.0181666666666667,44.59704,221.6290225,556.0,-8888.0,513.0,232.0,72.0,16.6,96.1,253.0,23.0,26.0,3.487,0.442,3.613,2.65,83.4,17.27,65.68,3.062,535.0,6.66,0.448,1.163,0.404,0.305,2.257,20.96,7.992,3.521,8.957,1.364,10.089,4.153,3.895,3.072,2049.0,23,418.0,750.0,-8888,110,202,51,39,-8888,13,-8888.0,7.0,4.0,122,7,-8888,-8888,-8888,2.0
71,1485722340.0,1485722376.0,74359.0,893.753513513514,269.857567567568,169.275135135135,1.75918918918919,-6.22891891891892,0.193810810810811,44.45971,221.686005,544.0,-8888.0,513.0,227.0,71.1,16.44,94.5,251.0,22.6,25.8,3.303,0.442,3.527,2.64,82.0,18.24,61.76,3.1,528.0,6.64,0.494,1.187,0.411,0.308,2.031,19.82,7.782,3.176,9.07,1.2,10.35,3.959,3.598,2.984,2005.0,21,402.0,745.0,-8888,107,191,45,36,-8888,11,-8888.0,6.0,4.0,129,8,-8888,-8888,-8888,2.0
72,1485722430.0,1485722471.0,74451.5,956.491666666667,274.525952380952,147.183095238095,0.813809523809524,-6.47142857142857,0.277380952380952,44.321292,221.725046,565.0,0.67,513.0,228.0,70.8,16.69,97.6,255.0,23.1,26.4,3.419,0.449,3.653,2.69,82.8,17.5,67.71,3.014,550.0,6.81,0.466,1.202,0.405,0.305,2.078,20.92,8.867,3.451,7.854,1.223,8.375,3.14,3.261,2.569,1971.0,17,401.0,713.0,-8888,103,182,43,31,-8888,11,-8888.0,6.0,4.0,99,8,-8888,-8888,-8888,2.0
73,1485722520.0,1485722556.0,74539.0,1005.11594594595,278.448108108108,136.238378378378,0.450810810810811,-6.7445945945946,0.246540540540541,44.2132925,221.7717775,560.0,0.61,517.0,229.0,70.8,16.68,97.3,254.0,23.1,26.8,3.379,0.446,3.601,2.63,81.9,17.27,64.82,2.919,538.0,6.76,0.448,1.133,0.394,0.283,2.027,20.19,8.26,3.156,7.478,1.086,8.025,2.887,2.835,2.321,1933.0,14,396.0,710.0,-8888,95,178,40,33,-8888,11,-8888.0,5.0,4.0,114,13,-8888,-8888,-8888,2.0
74,1485722640.0,1485722678.0,74660.0,1005.06974358974,278.420512820513,120.846923076923,0.606666666666667,-7.44692307692308,0.340589743589744,44.0751125,221.8269525,577.0,-8888.0,519.0,230.0,70.9,16.68,97.3,255.0,23.2,27.0,3.306,0.455,3.705,2.65,82.0,17.23,64.5,2.785,545.0,6.56,0.451,1.08,0.392,0.286,1.981,19.36,8.589,3.193,7.342,1.2,7.842,2.788,2.806,2.303,1916.0,12,386.0,705.0,-8888,92,173,39,32,-8888,11,-8888.0,6.0,3.0,122,11,-8888,-8888,-8888,2.0
75,1485722760.0,1485722799.0,74780.5,1004.458,278.38525,125.52775,-0.24675,-7.39625,0.29065,43.94085,221.88844,550.0,0.73,514.0,230.0,70.2,16.65,96.1,255.0,23.2,26.9,3.355,0.452,3.616,2.68,82.0,17.37,65.94,2.907,544.0,6.61,0.441,1.133,0.391,0.286,1.907,20.55,8.607,3.165,7.371,1.138,7.733,2.752,2.809,2.239,1920.0,14,384.0,679.0,-8888,95,175,41,30,-8888,12,-8888.0,6.0,4.0,119,11,-8888,-8888,-8888,2.0
76,1485722880.0,1485722920.0,74901.0,914.239268292683,271.562682926829,163.808048780488,-0.478292682926829,-7.31585365853659,-0.0139756097560976,43.77781,221.96211,558.0,-8888.0,517.0,230.0,71.5,16.47,96.6,252.0,22.5,26.1,3.313,0.445,3.641,2.61,81.4,16.85,58.52,2.735,535.0,6.46,0.412,1.001,0.376,0.264,1.733,17.34,7.538,2.889,7.146,0.99,7.731,2.685,2.626,2.207,1890.0,9,378.0,692.0,-8888,97,163,36,27,-8888,11,-8888.0,5.0,-8888.0,115,12,-8888,-8888,-8888,2.0
77,1485723000.0,1485723046.0,75024.0,767.36170212766,262.489574468085,173.712127659574,0.802127659574468,-5.16106382978723,-0.116382978723404,43.604516,222.056864,562.0,-8888.0,520.0,230.0,71.5,16.61,95.8,253.0,23.0,26.9,3.346,0.441,3.628,2.62,81.5,16.59,60.84,2.65,553.0,6.47,0.373,1.093,0.362,0.261,1.997,18.68,7.501,2.995,7.324,1.122,8.003,2.864,2.806,2.271,1880.0,9,382.0,668.0,-8888,92,165,38,31,-8888,10,-8888.0,5.0,-8888.0,113,-8888,-8888,-8888,-8888,2.0
78,1485723120.0,1485723174.0,75148.0,641.162363636364,252.742909090909,180.938727272727,2.81563636363636,-6.87345454545455,-0.2378,43.4006,222.096748333333,554.0,-8888.0,510.0,228.0,70.1,16.53,94.9,252.0,23.0,25.8,3.352,0.433,3.548,2.55,81.0,16.61,66.31,2.363,554.0,6.65,0.078,0.942,0.332,0.183,0.839,17.38,7.556,2.231,2.935,0.369,0.906,0.098,0.159,0.071,1823.0,14,387.0,621.0,-8888,82,148,29,24,-8888,6,-8888.0,-8888.0,-8888.0,90,-8888,-8888,-8888,-8888,2.0
79,1485723240.0,1485723302.0,75272.0,545.546984126984,243.715079365079,201.675873015873,1.79174603174603,-12.2331746031746,-0.302492063492063,43.1827042857143,222.179621428571,572.0,-8888.0,520.0,227.0,73.0,16.68,97.6,252.0,23.2,25.8,3.356,0.42,3.713,2.76,82.2,17.09,60.45,3.156,565.0,6.92,0.06,1.053,0.389,0.339,1.265,21.16,6.895,3.852,6.783,0.55,1.028,0.056,0.066,0.099,1749.0,11,359.0,603.0,-8888,76,141,29,22,-8888,7,-8888.0,-8888.0,-8888.0,131,-8888,-8888,-8888,-8888,2.0
80,1485723360.0,1485723416.0,75389.0,463.810350877193,236.411578947368,209.947192982456,2.58491228070175,-18.0850877192982,-0.0624736842105263,42.9622733333333,222.26557,552.0,-8888.0,505.0,227.0,68.8,16.26,94.7,249.0,22.6,25.6,3.295,,3.529,,81.5,13.94,60.09,0.543,554.0,6.53,0.013,0.419,0.123,0.033,0.177,3.59,6.218,0.45,0.244,0.029,0.073,0.02,,,1548.0,10,323.0,435.0,-8888,32,63,3,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,7,-8888,-8888,-8888,-8888,2.0
81,1485723480.0,1485723549.0,75515.5,388.612285714286,228.718,213.134142857143,2.26571428571429,-22.1237142857143,-0.110214285714286,42.7114185714286,222.36204,555.0,-8888.0,513.0,,,16.4,93.2,249.0,22.3,,3.263,,3.559,,,10.33,45.95,,552.0,6.49,0.023,,0.087,,,1.98,4.154,0.159,0.093,,0.035,,,,1294.0,-8888,238.0,321.0,-8888,14,26,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
82,1485723660.0,1485723760.0,75711.0,300.822079207921,226.300594059406,208.724455445545,10.7838613861386,-21.8343564356436,0.150118811881188,42.3041072727273,222.51698,531.0,-8888.0,506.0,,,16.02,86.8,236.0,,,3.18,,3.214,,,,,,514.0,6.37,0.026,,,,0.079,,1.094,0.195,0.108,0.019,0.036,,,,356.0,-8888,32.0,16.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
83,1485723840.0,1485723914.0,75878.0,275.0032,226.1088,227.547066666667,13.8030666666667,-18.3069333333333,-0.284053333333333,41.96428625,222.64459875,490.0,-8888.0,481.0,,,15.38,82.9,231.0,,,3.097,,3.006,,,,,,483.0,,0.006,,,,,,,,,,,,,,197.0,-8888,17.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
84,1485724080.0,1485724146.0,76114.0,275.340149253731,226.201492537313,238.849701492537,17.6517910447761,-16.9183582089552,-0.30710447761194,41.4408214285714,222.838897142857,492.0,-8888.0,494.0,,,15.0,83.5,234.0,,,3.071,,3.026,,,,,,474.0,,0.006,,,,,,,,,,,,,,196.0,-8888,21.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
85,1485724260.0,1485724333.0,76297.5,275.480540540541,225.704864864865,230.280540540541,22.6141891891892,-19.4593243243243,0.197405405405405,41.03909,223.0075675,475.0,-8888.0,487.0,,,14.73,80.4,226.0,,,2.841,,2.957,,,,,,455.0,,0.008,,,,0.043,,,,,,,,,,186.0,-8888,24.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
86,1485724440.0,1485724513.0,76477.5,295.230540540541,227.464324324324,202.257837837838,22.5914864864865,-13.9643243243243,0.396108108108108,40.90163375,223.4801525,464.0,-8888.0,481.0,,,14.76,81.6,231.0,,,3.045,,2.989,,,,,,475.0,,0.006,,,,,,,,,,,,,,278.0,-8888,16.0,5.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
87,1485724560.0,1485724617.0,76589.5,350.497068965517,228.926724137931,203.287586206897,13.4948275862069,-11.8386206896552,0.232896551724138,40.84262,223.761758333333,535.0,-8888.0,513.0,,,15.85,90.3,244.0,21.3,,3.275,,3.461,,,,,,542.0,5.88,0.012,,,,0.06,0.65,,,,,,,,,720.0,-8888,102.0,41.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
88,1485724680.0,1485724726.0,76704.0,418.077234042553,231.878936170213,196.448723404255,8.89148936170213,-7.12872340425532,0.0187234042553192,40.783606,224.040886,550.0,-8888.0,511.0,,,16.02,93.1,248.0,22.1,,3.268,,3.574,,,12.06,28.75,,550.0,6.57,0.019,,,,,,1.373,,,,,,,,1161.0,-8888,187.0,212.0,-8888,4,7,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
89,1485724800.0,1485724836.0,76819.0,497.558648648649,237.65,187.811081081081,12.1775675675676,8.36162162162162,0.0650540540540541,40.7271325,224.30432,552.0,-8888.0,513.0,230.0,70.9,16.75,97.2,255.0,23.0,28.3,3.35,0.46,3.601,2.63,83.5,18.75,62.83,3.674,542.0,6.75,0.019,1.16,0.421,0.349,0.982,28.99,10.098,9.58,8.453,0.503,0.809,0.252,,0.249,1916.0,14,373.0,659.0,-8888,88,164,29,25,-8888,6,-8888.0,-8888.0,-8888.0,58,-8888,-8888,-8888,-8888,2.0
90,1485724920.0,1485724972.0,76947.0,600.179056603774,249.339056603774,183.493018867925,6.85849056603774,4.7822641509434,-0.117716981132075,40.6654533333333,224.588773333333,595.0,-8888.0,512.0,227.0,72.3,16.51,96.2,251.0,22.9,27.1,3.336,0.461,3.568,2.64,83.3,17.17,62.01,3.777,539.0,6.93,0.207,1.201,0.442,0.357,2.804,22.67,8.877,4.896,19.884,2.87,34.553,7.859,3.817,5.154,1918.0,27,377.0,679.0,-8888,102,171,38,30,-8888,9,-8888.0,4.0,-8888.0,114,-8888,-8888,-8888,-8888,2.0
91,1485725040.0,1485725086.0,77064.0,707.020638297872,258.828723404255,176.626808510638,3.73617021276596,-0.678085106382979,-0.105127659574468,40.612518,224.829406,553.0,-8888.0,513.0,227.0,72.3,16.46,94.7,250.0,22.8,26.9,3.371,0.455,3.546,2.71,84.8,16.8,62.34,3.203,537.0,6.55,0.227,1.106,0.4,0.275,1.689,19.98,7.542,3.062,8.303,1.103,12.095,5.796,3.936,3.887,1894.0,13,377.0,675.0,-8888,95,165,39,30,-8888,7,-8888.0,5.0,3.0,113,-8888,-8888,-8888,-8888,2.0
92,1485725160.0,1485725195.0,77178.5,822.278888888889,267.239722222222,169.496388888889,1.95166666666667,-4.29444444444444,-0.220055555555556,40.5615375,225.0592925,558.0,-8888.0,517.0,229.0,72.1,16.7,98.4,256.0,23.3,25.8,3.409,0.467,3.6,2.69,86.1,16.67,59.24,3.163,543.0,6.59,0.333,1.076,0.39,0.277,1.716,18.0,7.309,3.018,7.227,1.046,8.373,4.064,3.726,2.909,1889.0,14,372.0,661.0,-8888,89,165,39,27,-8888,11,-8888.0,5.0,3.0,106,4,-8888,-8888,-8888,2.0
93,1485725280.0,1485725315.0,77298.5,937.6825,274.409166666667,159.640833333333,0.681388888888889,-1.69888888888889,-0.0964444444444444,40.51153,225.2827275,577.0,-8888.0,521.0,230.0,72.3,16.8,97.4,256.0,23.1,26.4,3.361,0.466,3.68,2.69,86.0,17.12,62.61,3.25,544.0,6.56,0.406,1.129,0.426,0.297,1.773,20.03,8.4,3.259,7.462,1.135,7.792,3.206,2.978,2.346,1922.0,14,384.0,691.0,-8888,96,171,41,33,-8888,10,-8888.0,6.0,3.0,116,8,-8888,-8888,-8888,2.0
94,1485725385.0,1485725422.0,77404.5,1002.83210526316,278.497105263158,136.599473684211,0.659210526315789,4.08842105263158,0.358157894736842,40.4686425,225.4719975,588.0,-8888.0,512.0,227.0,71.1,16.35,96.0,252.0,22.6,26.7,3.355,0.462,3.535,2.75,82.8,16.77,63.17,2.996,540.0,6.48,0.397,1.116,0.387,0.269,1.748,19.7,8.207,3.119,7.4,1.129,7.932,3.002,2.865,2.3,1935.0,16,384.0,688.0,-8888,96,171,40,33,-8888,9,3.0,5.0,3.0,106,8,-8888,-8888,-8888,2.0
95,1485725475.0,1485725510.0,77493.5,1003.03222222222,278.514444444444,122.946388888889,1.73444444444444,2.72944444444444,0.147138888888889,40.438345,225.6050775,566.0,-8888.0,514.0,229.0,71.7,16.54,96.2,255.0,22.9,26.8,3.275,0.454,3.628,2.68,82.7,16.96,62.66,2.996,547.0,6.47,0.404,1.061,0.38,0.28,1.85,18.73,8.205,3.059,7.121,1.188,7.524,2.694,2.752,2.181,1929.0,14,380.0,694.0,-8888,94,172,40,32,-8888,9,-8888.0,6.0,5.0,103,10,-8888,-8888,-8888,2.0
96,1485725550.0,1485725585.0,77568.5,1003.03166666667,278.903611111111,123.369444444444,1.56361111111111,1.75944444444444,0.23325,40.415745,225.70346,547.0,-8888.0,513.0,231.0,71.3,16.51,94.7,254.0,22.6,26.3,3.273,0.442,3.53,2.64,83.5,16.96,60.97,2.88,540.0,6.37,0.409,1.042,0.375,0.266,1.842,18.5,7.741,2.88,7.075,1.053,7.488,2.622,2.636,2.16,1942.0,12,387.0,683.0,-8888,99,175,39,32,-8888,9,3.0,6.0,-8888.0,106,11,-8888,-8888,-8888,2.0
97,1485725640.0,1485725679.0,77660.5,1001.766,278.73025,138.1995,3.18375,0.7135,0.19065,40.3858925,225.83191,560.0,-8888.0,514.0,230.0,71.5,16.68,96.2,255.0,22.9,26.8,3.447,0.441,3.565,2.7,83.5,16.91,62.47,2.827,543.0,6.46,0.402,1.094,0.357,0.272,1.893,19.6,8.025,3.123,7.132,1.175,7.638,2.684,2.816,2.203,1942.0,13,388.0,683.0,-8888,98,174,39,32,-8888,10,3.0,5.0,3.0,111,9,-8888,-8888,-8888,2.0
98,1485725760.0,1485725799.0,77780.5,871.2165,270.4565,169.436,3.65225,4.73625,0.0212,40.3348475,226.05375,550.0,-8888.0,519.0,231.0,71.5,16.85,96.2,257.0,23.2,26.6,3.21,0.445,3.634,2.67,83.2,17.15,59.93,2.955,552.0,6.43,0.42,1.063,0.395,0.262,1.74,18.14,7.289,2.932,7.33,1.089,7.958,2.873,2.855,2.309,1948.0,12,392.0,709.0,-8888,99,179,41,32,-8888,9,-8888.0,5.0,3.0,113,10,-8888,-8888,-8888,2.0
99,1485725880.0,1485725924.0,77903.0,733.496888888889,260.840444444444,175.200888888889,3.38333333333333,3.68022222222222,-0.130222222222222,40.278446,226.293448,540.0,-8888.0,508.0,229.0,70.8,16.34,94.9,249.0,22.5,24.0,3.334,0.435,3.509,2.62,82.5,16.66,58.56,2.815,532.0,6.36,0.362,1.034,0.364,0.262,1.756,17.6,7.451,2.897,7.109,1.036,8.172,3.146,3.046,2.5,1916.0,10,385.0,655.0,-8888,91,163,38,30,-8888,9,-8888.0,5.0,-8888.0,110,11,-8888,-8888,-8888,2.0
100,1485726000.0,1485726052.0,78027.0,613.126037735849,250.979056603774,188.434528301887,9.52490566037736,3.37358490566038,-0.165924528301887,40.215975,226.557201666667,550.0,-8888.0,511.0,229.0,70.8,16.54,96.3,254.0,23.0,26.4,3.323,0.433,3.509,2.65,82.2,16.78,61.29,2.792,542.0,6.61,0.314,1.04,0.346,0.262,2.027,19.32,7.451,3.041,7.931,1.178,10.459,3.105,2.26,2.469,1946.0,12,397.0,689.0,-8888,96,172,40,31,-8888,10,-8888.0,5.0,3.0,102,6,-8888,-8888,-8888,2.0
101,1485726120.0,1485726182.0,78152.0,508.077936507936,239.860634920635,191.313174603175,13.6952380952381,0.902539682539683,-0.111793650793651,40.1485028571429,226.838235714286,545.0,-8888.0,519.0,230.0,71.4,16.64,96.9,255.0,23.1,25.8,3.307,0.439,3.603,2.69,83.3,17.1,59.08,3.144,546.0,6.64,0.242,1.067,0.39,0.303,2.336,18.79,7.847,3.267,10.715,1.517,11.259,1.759,1.043,1.351,1931.0,12,386.0,690.0,-8888,93,171,40,30,-8888,8,-8888.0,5.0,-8888.0,110,-8888,-8888,-8888,-8888,2.0
102,1485726240.0,1485726278.0,78260.0,436.286923076923,230.27,204.905384615385,17.1220512820513,3.38615384615385,-0.108179487179487,40.08893,227.08396,538.0,-8888.0,509.0,230.0,71.3,16.34,93.2,249.0,22.3,25.5,3.286,0.433,3.466,2.64,83.0,16.75,59.66,2.958,535.0,6.2,0.152,0.999,0.377,0.275,1.9,18.52,7.604,3.138,8.198,0.995,2.798,0.229,0.101,0.193,1939.0,12,383.0,686.0,-8888,96,166,39,31,-8888,7,-8888.0,4.0,-8888.0,102,-8888,-8888,-8888,-8888,2.0
103,1485726360.0,1485726411.0,78386.5,363.733846153846,229.313269230769,213.510769230769,21.4469230769231,-0.752115384615385,-0.0311730769230769,40.007305,227.415845,515.0,-8888.0,493.0,,,,85.9,236.0,,,3.188,,3.307,,,,25.0,,520.0,6.52,0.005,,,,,,1.383,0.277,0.142,0.039,0.216,0.08,0.114,0.055,443.0,-8888,61.0,45.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
104,1485726480.0,1485726537.0,78509.5,311.191206896552,226.793275862069,217.174482758621,27.0110344827586,2.06206896551724,0.130465517241379,39.92866,227.732128333333,517.0,-8888.0,500.0,,,,86.7,240.0,,,3.153,,3.222,,,,,,518.0,6.3,0.006,,,,0.129,,0.792,0.133,0.162,0.036,0.189,0.057,0.054,0.027,315.0,-8888,35.0,13.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
105,1485726600.0,1485726669.0,78635.5,273.177285714286,227.92,220.825285714286,30.709,-1.70314285714286,-0.0166285714285714,39.8426457142857,228.072747142857,492.0,-8888.0,484.0,,,,81.6,229.0,,,3.034,,3.01,,,,,,478.0,,0.008,,,,,,,,,,,,,,192.0,-8888,17.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
106,1485726735.0,1485726805.0,78771.0,249.50661971831,227.56014084507,237.744647887324,28.1681690140845,-1.50549295774648,-0.253661971830986,39.7399814285714,228.473321428571,466.0,-8888.0,468.0,,,,79.7,225.0,,,2.962,,2.783,,,,,,446.0,,0.006,,,,0.023,,,,,,,,,,124.0,-8888,7.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
107,1485726900.0,1485726994.0,78948.0,214.879578947368,225.397473684211,238.563473684211,28.8046315789474,7.73926315789474,0.0176526315789474,39.606751,228.983549,446.0,-8888.0,473.0,,,,79.6,224.0,,,2.969,,2.736,,,,,,437.0,,0.009,,,,0.076,,,,,,,,,,115.0,-8888,10.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
108,1485727080.0,1485727185.0,79133.5,197.627924528302,225.243679245283,237.43679245283,32.3302830188679,3.2127358490566,-0.225716981132075,39.4652645454545,229.513906363636,,-8888.0,473.0,,,,77.4,223.0,,,2.946,,2.653,,,,,,425.0,,0.005,,,,,,,,,,,,,,122.0,-8888,4.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
109,1485727680.0,1485727795.0,79738.5,197.157672413793,223.472586206897,240.811810344828,39.1628448275862,6.1975,-0.0609224137931034,38.9687658333333,231.302228333333,,-8888.0,466.0,,,,75.4,218.0,,,2.884,,2.553,,,,,,396.0,,0.011,,,,,,,,,,,,,,105.0,-8888,7.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
110,1485728280.0,1485728376.0,80329.0,197.195567010309,223.377525773196,241.855979381443,38.7611340206186,7.65835051546392,-0.174268041237113,38.45183,233.048713,,-8888.0,463.0,,,,76.6,224.0,,,2.803,,2.53,,,,,,400.0,,0.008,,,,,,,,,,,,,,96.0,-8888,4.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
111,1485728880.0,1485728981.0,80931.5,197.166176470588,223.195196078431,237.702941176471,47.3874509803922,17.5396078431373,-0.21821568627451,37.8337218181818,234.731592727273,,-8888.0,466.0,,,,75.5,221.0,,,2.867,,2.544,,,,,,411.0,,0.005,,,,,,,,,,,,,,99.0,-8888,5.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
112,1485729480.0,1485729585.0,81533.5,197.237924528302,217.565094339623,236.004339622642,41.6070754716981,22.378679245283,-0.103641509433962,37.2018790909091,236.350712727273,,-8888.0,473.0,,,,77.6,227.0,,,2.988,,2.693,,,,,,417.0,,0.007,,,,,,,,,,,,,,173.0,-8888,10.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
113,1485730080.0,1485730192.0,82137.0,197.331415929204,217.654247787611,235.279026548673,43.1951327433628,14.4196460176991,-0.448973451327434,36.5550933333333,237.927333333333,,-8888.0,492.0,,,,81.0,229.0,,,3.155,,2.929,,,,,,493.0,,0.013,,,,,,,,,,,,,,233.0,-8888,11.0,-8888.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
114,1485730320.0,1485730403.0,82362.5,223.590595238095,219.998333333333,230.764047619048,50.7969047619048,23.6925,0.351261904761905,36.3091722222222,238.508001111111,483.0,-8888.0,503.0,,,,86.0,238.0,,,3.286,,3.185,,,,,,493.0,,0.011,,,,,,,,,,,,,,416.0,-8888,23.0,4.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,2.0
