,UTC_Start,UTC_Stop_WAS,UTC_Mean_1s,P,T,TAS,U,V,W,lat,lon,OCS_WAS,DMS_WAS,CFC12_WAS,CFC11_WAS,CFC113_WAS,CFC114_WAS,HFC134a_WAS,HCFC22_WAS,HCFC142b_WAS,HCFC141b_WAS,H1301_WAS,H2402_WAS,H1211_WAS,CH3CCl3_WAS,CCl4_WAS,CHCl3_WAS,CH2Cl2_WAS,C2Cl4_WAS,CH3Cl_WAS,CH3Br_WAS,CH3I_WAS,CH2Br2_WAS,CHBrCl2_WAS,CHBr2Cl_WAS,CHBr3_WAS,CH2ClCH2Cl_WAS,MeONO2_WAS,EthONO2_WAS,iPropONO2_WAS,nPropONO2_WAS,x2ButONO2_WAS,x3PentONO2_WAS,x2PentONO2_WAS,x3Me2ButONO2_WAS,Ethane_WAS,Ethene_WAS,Ethyne_WAS,Propane_WAS,Propene_WAS,iButane_WAS,nButane_WAS,iPentane_WAS,nPentane_WAS,Isoprene_WAS,nHexane_WAS,nHeptane_WAS,x2MePentane_WAS,x3MePentane_WAS,Benzene_WAS,Toluene_WAS,EthBenzene_WAS,mpXylene_WAS,oXylene_WAS,mission
0,1469803560.0,1469803587.0,1469803573.5,430.035,259.386071428571,217.825,-3.99821428571429,-1.825,-0.034,35.8576966666667,240.803776666667,552.0,-8888.0,509.0,227.0,71.6,15.88,90.6,241.0,22.2,25.2,3.262,0.416,3.417,2.71,81.3,9.62,25.55,0.847,534.0,7.23,0.031,0.853,0.232,0.116,0.608,5.41,4.063,1.455,2.889,0.318,0.841,0.247,,0.036,555.0,-8888,36.0,81.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,4,-8888,-8888,-8888,-8888,1.0
1,1469804400.0,1469804445.0,1469804422.5,301.353695652174,240.480217391304,243.051739130435,13.654347826087,-1.90021739130435,-0.117586956521739,37.61345,240.48039,553.0,-8888.0,509.0,229.0,71.6,15.89,86.9,232.0,21.5,23.6,3.316,0.42,3.459,2.49,81.2,8.3,26.65,0.208,531.0,6.84,0.011,,,,0.036,1.38,3.712,,,,,,,,308.0,-8888,15.0,8.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
2,1469805060.0,1469805110.0,1469805085.0,301.371764705882,240.701960784314,246.047450980392,12.0825490196078,-0.245098039215686,-0.107745098039216,39.0318866666667,240.20779,577.0,-8888.0,519.0,232.0,72.6,16.3,89.0,244.0,22.5,24.9,3.425,0.433,3.563,2.65,82.7,8.95,25.39,0.291,526.0,6.9,0.014,,,,0.059,1.85,4.153,0.219,0.132,0.057,0.086,0.106,0.128,,285.0,-8888,15.0,8.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
3,1469805660.0,1469805708.0,1469805684.0,301.430816326531,240.985102040816,242.845510204082,6.53510204081633,1.18448979591837,-0.0940408163265306,40.311704,239.918062,577.0,-8888.0,515.0,,,16.06,89.1,242.0,22.1,,3.301,0.424,3.515,2.51,,9.54,24.04,,531.0,7.01,0.013,,,,,4.3,3.482,0.13,0.18,0.025,0.043,0.098,0.074,,355.0,-8888,37.0,16.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
4,1469806260.0,1469806310.0,1469806285.0,301.49862745098,240.410392156863,243.622156862745,11.1266666666667,0.212156862745098,-0.0257843137254902,41.6208516666667,239.66638,552.0,-8888.0,508.0,227.0,71.7,15.6,85.3,228.0,20.7,23.6,3.265,0.424,3.412,2.68,82.6,9.52,28.41,0.302,520.0,6.96,0.009,0.555,0.141,0.038,0.099,3.2,4.526,0.227,0.103,-8888.0,0.012,,,-8888.0,317.0,-8888,20.0,11.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
5,1469806860.0,1469806912.0,1469806886.0,301.459056603774,240.205283018868,241.411886792453,20.0084905660377,2.00490566037736,0.0159056603773585,42.8938866666667,239.351506666667,545.0,-8888.0,508.0,228.0,71.6,15.76,86.7,234.0,21.2,23.7,3.307,0.423,3.44,2.71,82.0,9.87,30.74,0.444,536.0,7.11,0.013,0.621,0.158,0.068,,4.64,4.45,0.411,0.218,0.018,0.019,,,0.011,344.0,-8888,23.0,18.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
6,1469807460.0,1469807509.0,1469807484.5,301.5692,239.618,242.6366,28.5238,4.1592,-0.05912,44.12234,238.907404,533.0,-8888.0,513.0,227.0,70.9,15.97,86.5,228.0,21.1,24.2,3.265,0.414,3.411,2.68,80.8,8.97,25.82,0.5,532.0,6.68,0.019,0.85,0.18,0.06,0.127,4.22,4.831,0.657,0.557,0.042,0.257,0.106,0.141,0.052,352.0,-8888,25.0,19.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
7,1469808060.0,1469808119.0,1469808089.5,274.8965,234.4565,242.917666666667,35.9861666666667,3.74166666666667,0.1535,45.4103866666667,238.650368333333,569.0,-8888.0,504.0,227.0,70.9,15.79,88.4,240.0,21.8,24.6,3.286,0.414,3.396,2.56,81.1,14.71,24.44,0.624,537.0,6.79,0.011,0.431,,,0.073,9.02,3.113,0.286,0.223,0.01,0.028,,,0.012,457.0,-8888,71.0,40.0,-8888,-8888,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
8,1469808660.0,1469808719.0,1469808689.5,274.832666666667,232.1985,240.3055,34.4606666666667,4.3135,0.0382166666666667,46.688125,238.44543,548.0,-8888.0,502.0,224.0,70.7,15.68,87.8,239.0,21.3,25.1,3.274,0.408,3.367,2.65,80.5,16.67,24.28,0.92,529.0,7.0,0.009,0.509,0.176,0.047,,13.29,2.982,0.664,0.738,0.029,0.096,,,0.013,639.0,-8888,102.0,77.0,-8888,-8888,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
9,1469809305.0,1469809365.0,1469809335.0,274.803114754098,229.053770491803,241.638360655738,26.8103278688525,4.45590163934426,-0.118918032786885,48.08127,238.211021666667,557.0,-8888.0,503.0,226.0,70.8,15.7,91.9,251.0,22.3,26.8,3.211,0.402,3.416,2.68,81.6,19.56,20.45,0.896,537.0,7.22,0.021,0.718,0.254,0.09,0.083,25.61,4.288,1.834,2.294,0.149,0.428,0.127,0.13,0.053,674.0,-8888,115.0,89.0,-8888,3,7,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,6,-8888,-8888,-8888,-8888,1.0
10,1469809860.0,1469809918.0,1469809889.0,274.895254237288,228.093559322034,240.819152542373,29.9127118644068,3.61474576271186,-0.131118644067797,49.2642483333333,238.001735,544.0,-8888.0,502.0,227.0,70.6,15.83,92.6,252.0,22.6,27.0,3.296,0.403,3.437,2.64,81.5,21.04,19.59,0.792,527.0,7.27,0.032,0.711,0.259,0.108,0.063,21.9,4.078,1.786,3.506,0.197,0.582,0.06,,0.059,867.0,-8888,167.0,123.0,-8888,6,10,3,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,10,-8888,-8888,-8888,-8888,1.0
11,1469810400.0,1469810470.0,1469810435.0,274.789295774648,226.89985915493,235.508309859155,26.0787323943662,3.84464788732394,0.0204366197183099,50.40893125,237.71364875,529.0,-8888.0,505.0,227.0,71.1,15.77,89.8,239.0,21.6,24.9,3.266,0.417,3.437,2.65,80.9,15.3,23.34,0.899,505.0,7.18,0.012,0.507,0.185,0.046,,9.55,3.159,0.717,0.695,,0.054,0.027,,0.012,826.0,-8888,113.0,92.0,-8888,4,7,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,4,-8888,-8888,-8888,-8888,1.0
12,1469811000.0,1469811071.0,1469811035.5,274.816666666667,226.199583333333,233.648888888889,16.7880555555556,4.14083333333333,0.10025,51.63903875,237.32960375,500.0,-8888.0,491.0,218.0,68.8,15.46,87.5,231.0,21.2,24.4,3.101,0.39,3.262,2.62,82.5,12.93,22.1,0.734,507.0,7.17,0.016,0.547,0.183,0.044,,7.45,2.766,1.075,1.238,0.039,0.166,,,0.022,931.0,-8888,129.0,111.0,-8888,5,9,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,4,-8888,-8888,-8888,-8888,1.0
13,1469811600.0,1469811667.0,1469811633.5,274.811764705882,225.548823529412,236.686029411765,2.10176470588235,0.0025,-0.0022647058823529,52.8695542857143,236.91182,491.0,-8888.0,482.0,210.0,68.5,15.22,83.5,226.0,21.0,23.2,3.078,0.375,3.082,2.58,79.4,11.56,27.9,0.641,494.0,6.75,0.011,0.494,0.141,0.039,,7.08,2.147,0.634,0.758,0.015,0.076,,,0.018,504.0,-8888,66.0,70.0,-8888,5,10,-8888,4,-8888,-8888,-8888.0,-8888.0,-8888.0,3,-8888,-8888,-8888,-8888,1.0
14,1469812200.0,1469812266.0,1469812233.0,274.915671641791,225.802388059701,235.292089552239,-12.7913432835821,-9.08268656716418,-0.0857164179104478,54.10706,236.484285714286,560.0,-8888.0,507.0,229.0,71.4,15.88,92.9,250.0,22.2,26.5,3.265,0.411,3.486,2.71,82.7,18.44,30.68,0.706,521.0,7.26,0.019,0.683,0.236,0.092,0.263,20.03,3.582,1.347,1.879,0.1,0.182,0.035,,0.037,601.0,-8888,80.0,56.0,-8888,-8888,3,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,5,-8888,-8888,-8888,-8888,1.0
15,1469812800.0,1469812866.0,1469812833.0,274.921940298507,226.29671641791,235.869104477612,-5.62701492537313,-14.0173134328358,-0.0684776119402985,55.3032757142857,236.231474285714,538.0,-8888.0,502.0,224.0,69.8,15.61,88.5,241.0,21.7,25.2,3.284,0.402,3.409,2.56,81.6,19.14,65.61,1.384,521.0,7.0,0.01,0.606,0.234,0.059,,16.76,3.805,0.914,0.999,0.034,0.07,,,0.016,632.0,-8888,89.0,76.0,-8888,-8888,8,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,3,-8888,-8888,-8888,-8888,1.0
16,1469813400.0,1469813465.0,1469813432.5,274.811515151515,226.369393939394,235.637272727273,-0.0578787878787879,-14.1525757575758,-0.000590909090909,56.4852714285714,235.965945714286,555.0,-8888.0,502.0,226.0,70.4,15.72,94.6,254.0,22.7,26.8,3.267,0.411,3.424,2.67,82.0,23.07,78.58,0.141,540.0,7.54,0.018,0.724,0.282,0.106,0.243,28.4,4.635,1.738,1.784,0.103,0.246,,,0.035,717.0,-8888,130.0,102.0,-8888,8,9,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,9,-8888,-8888,-8888,-8888,1.0
17,1469814000.0,1469814066.0,1469814033.0,274.891940298507,226.18447761194,237.430149253731,8.85761194029851,-13.1158208955224,-0.132358208955224,57.6724014285714,235.682004285714,541.0,-8888.0,505.0,229.0,71.7,15.9,92.4,246.0,21.4,26.4,3.292,0.414,3.473,2.7,82.6,22.15,73.93,1.042,520.0,7.37,0.02,0.75,0.276,0.107,0.236,24.87,4.241,1.679,2.266,0.12,0.316,,,0.075,716.0,-8888,110.0,89.0,-8888,6,8,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,8,-8888,-8888,-8888,-8888,1.0
18,1469814600.0,1469814670.0,1469814635.0,250.614647887324,222.069718309859,238.042394366197,11.3721126760563,-8.05295774647887,-0.0170985915492958,58.8794225,235.37306625,548.0,-8888.0,501.0,227.0,70.8,15.56,90.6,250.0,21.9,26.7,3.184,0.404,3.454,2.59,80.8,19.8,79.23,0.812,521.0,7.38,0.026,0.681,0.266,0.088,0.128,23.67,4.369,1.311,1.784,0.098,0.161,,,0.029,624.0,-8888,98.0,77.0,-8888,3,6,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,5,-8888,-8888,-8888,-8888,1.0
19,1469815200.0,1469815275.0,1469815237.5,250.511315789474,222.0925,233.146710526316,8.07486842105263,-1.33947368421053,0.209960526315789,60.09675375,235.03874625,517.0,-8888.0,497.0,220.0,69.6,15.65,88.4,236.0,21.9,24.3,3.146,0.397,3.309,2.63,80.7,13.29,40.56,0.955,515.0,6.86,0.012,0.647,0.214,0.081,0.119,9.2,2.886,1.531,2.201,0.083,0.288,,,0.027,869.0,-8888,98.0,131.0,-8888,6,14,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,6,-8888,-8888,-8888,-8888,1.0
20,1469815800.0,1469815875.0,1469815837.5,250.529210526316,224.791447368421,236.633947368421,12.1426315789474,0.240921052631579,-0.233447368421053,61.33712375,234.669995,507.0,-8888.0,495.0,219.0,70.0,15.57,84.1,228.0,20.9,23.8,3.206,0.397,3.247,2.65,81.2,11.13,37.77,0.699,512.0,6.7,0.01,0.541,0.165,0.052,,6.86,2.296,0.858,1.26,0.038,0.068,0.026,-8888.0,0.019,600.0,-8888,60.0,69.0,-8888,-8888,7,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
21,1469816400.0,1469816477.0,1469816438.5,250.466153846154,222.084230769231,238.516923076923,-4.5924358974359,-8.74064102564103,-0.198269230769231,62.57076625,234.2721525,507.0,-8888.0,479.0,206.0,67.5,15.01,81.0,222.0,,22.9,3.033,0.37,2.994,2.7,,8.83,31.85,0.427,518.0,6.89,0.015,,,,,4.03,1.388,0.246,0.254,,0.032,0.04,,,345.0,-8888,35.0,28.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
22,1469817000.0,1469817077.0,1469817038.5,250.450641025641,218.862307692308,232.238974358974,-2.16,-17.3038461538462,-0.10725641025641,63.743505,233.86187875,534.0,-8888.0,502.0,223.0,70.7,15.94,90.1,244.0,22.5,25.3,3.244,0.412,3.355,2.75,81.1,15.06,47.46,1.203,520.0,7.3,0.014,0.669,0.208,0.073,0.165,12.93,2.971,1.287,1.626,0.079,0.306,0.158,0.105,0.038,892.0,-8888,110.0,140.0,-8888,9,17,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,7,-8888,-8888,-8888,3,1.0
23,1469818200.0,1469818270.0,1469818235.0,250.49661971831,219.332253521127,230.872957746479,5.46070422535211,-9.96154929577465,0.0873521126760563,66.069235,232.969755,501.0,0.24,514.0,229.0,72.4,16.44,,244.0,22.3,26.9,3.38,0.433,3.579,2.94,82.2,17.87,47.8,1.441,519.0,7.51,0.069,0.867,0.329,0.177,0.152,13.1,4.554,3.483,5.348,0.444,1.592,0.313,0.215,0.12,1627.0,16,240.0,275.0,-8888,24,42,5,5,-8888,-8888,-8888.0,3.0,-8888.0,53,-8888,-8888,-8888,-8888,1.0
24,1469818800.0,1469818865.0,1469818832.5,250.484545454545,219.637878787879,234.084848484848,13.6945454545455,-9.18575757575758,-0.0691818181818182,67.23382,232.483168571429,567.0,0.27,510.0,227.0,72.2,16.02,94.4,241.0,22.4,26.4,3.352,0.411,3.527,2.77,81.9,15.17,37.05,1.657,514.0,7.26,0.025,0.792,0.265,0.091,0.227,10.95,4.223,2.554,4.352,0.654,1.228,,,,1534.0,15,217.0,252.0,-8888,17,35,5,5,-8888,-8888,-8888.0,-8888.0,-8888.0,38,-8888,-8888,-8888,-8888,1.0
25,1469819400.0,1469819467.0,1469819433.5,250.549852941176,218.939705882353,231.458235294118,16.6436764705882,-13.5122058823529,0.0524852941176471,68.3919471428571,231.913475714286,531.0,-8888.0,520.0,232.0,71.6,16.31,95.6,247.0,23.5,27.2,3.436,0.422,3.57,3.0,82.6,17.28,43.32,1.889,517.0,7.53,0.039,0.773,0.276,0.123,0.375,16.64,4.307,2.899,6.588,0.331,1.016,,,0.121,1192.0,61,202.0,194.0,-8888,11,25,4,6,-8888,-8888,-8888.0,-8888.0,-8888.0,55,-8888,-8888,-8888,-8888,1.0
26,1469820015.0,1469820082.0,1469820048.5,250.540147058824,219.651323529412,231.741764705882,25.6741176470588,-12.7598529411765,-0.121897058823529,69.5571771428571,231.277371428571,496.0,-8888.0,508.0,229.0,71.9,15.96,92.4,246.0,22.6,26.6,3.365,0.422,3.502,2.79,83.0,18.65,40.51,1.646,512.0,7.17,0.041,0.729,0.25,0.106,0.361,16.55,3.759,1.968,3.249,0.266,0.836,,,0.065,959.0,29,155.0,139.0,-8888,8,21,-8888,4,-8888,-8888,-8888.0,-8888.0,-8888.0,32,-8888,-8888,-8888,-8888,1.0
27,1469820300.0,1469820370.0,1469820335.0,250.563521126761,220.180704225352,232.815774647887,32.8216901408451,-13.1712676056338,-0.0582253521126761,70.08782125,230.9638475,508.0,-8888.0,506.0,228.0,72.0,15.86,93.5,245.0,21.7,26.5,3.382,0.408,3.507,2.77,81.7,16.33,41.51,1.431,518.0,7.05,0.105,0.74,0.269,0.096,0.031,12.27,3.871,2.39,4.315,0.265,0.997,,,0.049,1362.0,41,222.0,231.0,-8888,10,30,6,6,-8888,-8888,-8888.0,-8888.0,-8888.0,45,-8888,-8888,-8888,-8888,1.0
28,1469820510.0,1469820585.0,1469820547.5,250.810526315789,220.329342105263,217.609210526316,35.6493421052632,-14.3496052631579,0.42125,70.4674775,230.72925875,512.0,-8888.0,517.0,231.0,72.8,16.15,96.4,245.0,23.5,27.2,3.392,0.428,3.596,2.78,82.9,16.5,45.61,1.457,511.0,6.93,0.027,0.629,0.239,0.098,0.322,11.61,3.474,1.969,3.194,0.179,0.662,,,0.048,1148.0,29,208.0,178.0,-8888,8,23,-8888,4,-8888,-8888,-8888.0,-8888.0,-8888.0,30,-8888,-8888,-8888,-8888,1.0
29,1469820600.0,1469820668.0,1469820634.0,268.871884057971,223.525797101449,222.866811594203,35.3136231884058,-14.1144927536232,0.0117536231884058,70.6120928571429,230.636928571429,492.0,-8888.0,509.0,229.0,72.2,15.98,91.3,241.0,21.8,27.1,3.414,0.438,3.541,2.89,82.4,18.78,49.2,1.675,490.0,6.92,0.049,0.831,0.271,0.133,0.306,16.8,4.092,2.434,4.519,0.27,0.947,,,0.071,990.0,28,157.0,139.0,-8888,8,19,-8888,5,-8888,-8888,-8888.0,-8888.0,-8888.0,38,-8888,-8888,-8888,-8888,1.0
30,1469820720.0,1469820770.0,1469820745.0,314.469803921569,231.751568627451,228.536274509804,35.4527450980392,-8.30411764705882,-0.122196078431373,70.8193333333333,230.504613333333,484.0,0.1,505.0,228.0,72.3,15.9,92.6,246.0,22.5,27.9,3.352,0.414,3.51,2.85,82.8,18.7,46.61,1.863,492.0,7.05,0.126,0.768,0.262,0.136,0.662,18.1,3.919,2.433,4.659,0.811,3.034,0.279,0.174,0.268,972.0,31,156.0,121.0,-8888,9,17,3,5,-8888,-8888,-8888.0,-8888.0,-8888.0,51,3,-8888,-8888,-8888,1.0
31,1469820840.0,1469820885.0,1469820862.5,343.986304347826,236.90152173913,216.185869565217,37.0926086956522,-6.01673913043478,0.318630434782609,71.026442,230.36934,480.0,-8888.0,512.0,229.0,72.2,15.64,94.8,244.0,22.9,26.6,3.336,0.419,3.538,2.72,82.1,18.33,47.35,1.682,504.0,6.87,0.17,0.765,0.283,0.128,0.469,14.98,3.486,1.941,4.863,0.614,2.975,0.661,0.356,0.49,1002.0,24,167.0,131.0,-8888,7,15,4,5,-8888,-8888,-8888.0,-8888.0,-8888.0,49,-8888,-8888,-8888,-8888,1.0
32,1469821200.0,1469821300.0,1469821250.0,343.961584158416,236.77504950495,225.38801980198,43.4156435643564,-6.58732673267327,0.005069306930693,71.7441863636364,229.877278181818,483.0,-8888.0,505.0,228.0,71.8,15.9,91.9,241.0,22.0,26.5,3.416,0.419,3.496,2.77,83.1,18.78,50.36,1.666,491.0,6.57,0.117,0.812,0.257,0.126,0.505,17.71,3.961,1.724,3.505,0.354,2.481,0.695,0.267,0.179,765.0,19,102.0,83.0,-8888,7,9,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,26,-8888,-8888,-8888,-8888,1.0
33,1469821800.0,1469821890.0,1469821845.0,344.082967032967,236.09978021978,232.383516483517,46.5582417582418,-2.33538461538462,-0.137274725274725,72.819304,229.064327,522.0,-8888.0,507.0,227.0,70.9,15.97,94.9,248.0,22.5,26.1,3.35,0.407,3.518,2.63,81.5,15.46,42.62,1.307,506.0,7.14,0.073,0.702,0.226,0.098,0.304,11.64,3.021,1.312,2.584,0.318,2.465,0.327,0.273,0.09,753.0,-8888,68.0,98.0,-8888,5,11,4,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,8,-8888,-8888,-8888,-8888,1.0
34,1469822400.0,1469822471.0,1469822435.5,334.62875,233.453611111111,228.581805555556,41.5894444444444,-0.896527777777778,0.0282222222222222,73.9178125,228.11877625,514.0,-8888.0,510.0,227.0,71.7,15.6,92.0,243.0,22.3,25.7,3.315,0.398,3.518,2.7,81.4,14.11,47.75,0.648,501.0,7.06,0.007,0.442,0.192,0.038,,5.75,2.478,0.511,0.476,0.033,0.164,,,,696.0,-8888,57.0,67.0,-8888,-8888,6,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
35,1469823000.0,1469823082.0,1469823041.0,275.23578313253,232.001084337349,235.343253012048,32.0490361445783,-1.88265060240964,-0.0725180722891566,75.0824033333333,226.960858888889,482.0,-8888.0,478.0,,,15.11,76.1,228.0,,,3.038,,,,,,,,468.0,6.0,0.021,,,,,,,,,,,,,,148.0,-8888,11.0,3.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
36,1469823600.0,1469823670.0,1469823635.0,340.119718309859,231.151126760563,199.724788732394,24.7407042253521,-3.08957746478873,0.310169014084507,76.20374375,225.6584625,499.0,0.19,486.0,210.0,69.7,15.43,82.4,228.0,19.3,24.1,3.139,0.384,3.152,2.67,80.6,6.24,26.14,0.173,506.0,6.91,0.009,,,,0.12,2.21,1.247,0.277,0.999,0.172,1.446,,,,327.0,3,22.0,10.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,-8888,-8888,-8888,-8888,-8888,1.0
37,1469824200.0,1469824265.0,1469824232.5,365.798636363636,232.577424242424,185.272575757576,21.9315151515152,-2.51212121212121,0.205757575757576,77.0781928571429,224.479902857143,466.0,-8888.0,509.0,226.0,71.6,15.74,93.4,243.0,21.9,24.4,3.294,0.436,3.496,2.81,81.9,18.26,39.17,1.545,496.0,6.93,0.042,0.755,0.278,0.122,0.481,11.09,2.864,1.913,2.925,0.29,0.829,,,0.097,1138.0,29,171.0,197.0,-8888,17,38,7,12,-8888,4,-8888.0,-8888.0,-8888.0,48,-8888,-8888,-8888,-8888,1.0
38,1469824320.0,1469824375.0,1469824347.5,428.48625,238.876428571429,181.310178571429,22.3319642857143,-2.86589285714286,0.171553571428571,77.2470566666667,224.234555,475.0,-8888.0,513.0,231.0,72.8,16.12,93.7,244.0,22.5,26.7,3.453,0.418,3.555,2.85,82.1,17.7,42.39,1.534,497.0,6.85,0.082,0.844,0.253,0.099,0.531,12.53,3.207,1.612,3.481,0.461,1.912,0.461,0.268,0.122,933.0,21,108.0,162.0,-8888,19,39,8,12,-8888,5,-8888.0,-8888.0,-8888.0,32,-8888,-8888,-8888,-8888,1.0
39,1469824440.0,1469824485.0,1469824462.5,500.552173913043,245.375869565217,174.977173913043,17.5063043478261,0.894130434782609,0.199065217391304,77.412562,223.984944,484.0,-8888.0,506.0,227.0,71.6,15.87,93.2,244.0,21.9,26.5,3.261,0.408,3.51,2.8,82.1,17.46,44.06,1.52,488.0,6.77,0.057,0.853,0.252,0.123,0.832,12.89,2.837,1.163,1.808,0.217,1.719,0.582,0.85,0.219,718.0,-8888,52.0,50.0,-8888,-8888,6,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,9,-8888,-8888,-8888,-8888,1.0
40,1469824560.0,1469824600.0,1469824580.0,583.138048780488,252.228292682927,172.49,10.9575609756098,0.93390243902439,0.0533170731707317,77.585086,223.71808,479.0,-8888.0,506.0,227.0,71.5,15.82,92.8,243.0,22.2,25.0,3.303,0.424,3.514,2.84,82.7,17.56,44.85,1.488,509.0,6.64,0.114,0.867,0.334,0.174,0.798,11.55,2.738,1.096,1.451,0.181,1.312,0.575,0.712,,709.0,3,79.0,47.0,-8888,-8888,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,9,-8888,-8888,-8888,-8888,1.0
41,1469824680.0,1469824715.0,1469824697.5,677.925833333333,258.861666666667,170.657222222222,7.63194444444444,1.23027777777778,-0.05875,77.7499975,223.4548475,477.0,-8888.0,509.0,228.0,71.9,15.93,91.6,240.0,21.9,26.2,3.335,0.422,3.506,2.79,82.6,17.83,43.66,1.402,483.0,6.47,0.07,0.881,0.263,0.156,0.69,11.53,2.995,1.02,1.244,0.184,0.76,0.41,0.888,0.099,680.0,-8888,42.0,36.0,-8888,3,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,6,-8888,-8888,-8888,-8888,1.0
42,1469824800.0,1469824832.0,1469824816.0,784.188181818182,264.299090909091,168.389696969697,2.73969696969697,-1.14030303030303,-0.114606060606061,77.92016,223.175385,482.0,0.19,510.0,228.0,71.7,16.07,92.3,245.0,22.6,26.2,3.413,0.417,3.534,2.81,81.9,17.95,41.75,1.465,473.0,6.49,0.098,1.023,0.303,0.166,1.239,12.45,3.263,1.049,1.292,0.187,0.661,0.646,1.054,0.083,670.0,-8888,39.0,26.0,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,5,-8888,-8888,-8888,-8888,1.0
43,1469824920.0,1469824950.0,1469824935.0,877.302903225807,267.411935483871,161.777419354839,0.23,-1.23483870967742,-0.135483870967742,78.0856975,222.89731,488.0,0.69,510.0,228.0,73.2,15.83,92.5,246.0,22.1,25.0,3.322,0.431,3.568,2.81,81.9,19.76,41.36,1.528,470.0,5.88,0.378,1.445,0.416,0.301,2.237,12.05,3.557,1.546,1.711,0.304,0.996,0.795,0.508,0.097,667.0,6,33.0,29.0,-8888,-8888,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,5,-8888,-8888,-8888,-8888,1.0
44,1469825040.0,1469825082.0,1469825061.0,881.235581395349,266.901627906977,143.342325581395,-0.968372093023256,-1.47953488372093,-0.300046511627907,78.242414,222.625626,479.0,1.98,505.0,228.0,72.0,15.86,90.8,237.0,21.7,25.7,3.395,0.433,3.541,2.86,82.7,20.03,48.54,1.438,458.0,5.95,0.407,1.527,0.4,0.305,2.399,13.4,4.151,1.86,1.961,0.483,1.156,0.838,0.495,0.134,667.0,7,50.0,33.0,-8888,3,6,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,7,-8888,-8888,-8888,-8888,1.0
45,1469825160.0,1469825197.0,1469825178.5,836.386842105263,265.821315789474,171.449473684211,1.50815789473684,-1.77105263157895,-0.353447368421053,78.3960075,222.352805,498.0,0.32,515.0,227.0,71.4,16.08,92.8,248.0,22.2,25.8,3.404,0.424,3.536,2.84,81.5,18.95,44.68,1.525,460.0,6.08,0.158,1.188,0.368,0.247,1.697,13.22,3.734,1.464,1.386,0.321,0.751,0.558,0.571,0.105,663.0,5,32.0,28.0,-8888,-8888,4,-8888,-8888,-8888,-8888,-8888.0,-8888.0,-8888.0,6,-8888,-8888,-8888,-8888,1.0
